week,week_end,economy_axis,markets_axis,gap
2025-W31,2025-08-03,-0.1255,-0.858350473509528,-0.732850473509528
2025-W32,2025-08-10,-0.1255,0.5235060928963924,0.6490060928963923
2025-W33,2025-08-17,-0.1255,0.25605307999088933,0.38155307999088933
2025-W34,2025-08-24,-0.1255,-0.8600764210078551,-0.7345764210078551
2025-W35,2025-08-31,-0.1255,-0.7738645653655404,-0.6483645653655403
2025-W36,2025-09-07,-0.16,-0.9877041067457815,-0.8277041067457814
2025-W37,2025-09-14,-0.16,-0.9819018074468921,-0.8219018074468921
2025-W38,2025-09-21,-0.16,-0.6997336276087284,-0.5397336276087283
2025-W39,2025-09-28,-0.16,-0.07652645560681899,0.08347354439318101
2025-W40,2025-10-05,0.535,-0.36954226197387435,-0.9045422619738743
2025-W41,2025-10-12,0.535,-0.788782739027239,-1.323782739027239
2025-W42,2025-10-19,0.535,-0.7206325374040875,-1.2556325374040875
2025-W43,2025-10-26,0.535,-0.7790795961206736,-1.3140795961206737
2025-W44,2025-11-02,-0.04100000000000001,-0.32000948397488654,-0.27900948397488656
2025-W45,2025-11-09,-0.04100000000000001,-0.40053608353558495,-0.35953608353558497
2025-W46,2025-11-16,-0.04100000000000001,-0.10929835513094295,-0.06829835513094294
2025-W47,2025-11-23,-0.04100000000000001,-0.7093521524784859,-0.6683521524784859
2025-W48,2025-11-30,-0.04100000000000001,-0.5618054719996637,-0.5208054719996636
2025-W49,2025-12-07,0.11799999999999997,0.32454846036164436,0.2065484603616444
2025-W50,2025-12-14,0.11799999999999997,0.7074968854997313,0.5894968854997313
2025-W51,2025-12-21,0.11799999999999997,-0.05979408452156541,-0.17779408452156537
2025-W52,2025-12-28,0.11799999999999997,-0.6539673668846118,-0.7719673668846118
2026-W01,2026-01-04,0.365,-0.19110393533252368,-0.5561039353325237
2026-W02,2026-01-11,0.365,-0.09637383593365069,-0.46137383593365067
2026-W03,2026-01-18,0.365,-0.49445110090967603,-0.859451100909676
2026-W04,2026-01-25,0.365,-0.7708359211973058,-1.1358359211973057
2026-W05,2026-02-01,0.187,-0.9200693664885259,-1.1070693664885258
2026-W06,2026-02-08,0.187,-0.8757124210242093,-1.0627124210242094
2026-W07,2026-02-15,0.187,-0.9191817465837188,-1.1061817465837187
2026-W08,2026-02-22,0.187,-0.8135540171161928,-1.0005540171161929
2026-W09,2026-03-01,0.034499999999999975,-0.924068548548065,-0.958568548548065
2026-W10,2026-03-08,0.034499999999999975,-0.9809453922565385,-1.0154453922565385
2026-W11,2026-03-15,0.034499999999999975,-0.5211476852271699,-0.5556476852271699
2026-W12,2026-03-22,0.034499999999999975,-0.640534736746777,-0.6750347367467769
2026-W13,2026-03-29,0.034499999999999975,-0.7161475462573906,-0.7506475462573906
2026-W14,2026-04-05,0.034499999999999975,-0.7185578960858252,-0.7530578960858252
2026-W15,2026-04-12,0.034499999999999975,0.018176451900986337,-0.016323548099013638
2026-W16,2026-04-19,0.034499999999999975,0.4571977653583271,0.42269776535832715
2026-W17,2026-04-26,0.034499999999999975,0.5084475556589788,0.47394755565897884
2026-W18,2026-05-03,0.21499999999999997,0.6964781669080292,0.48147816690802925
2026-W19,2026-05-10,0.21499999999999997,0.7342201818304934,0.5192201818304935
2026-W20,2026-05-17,0.21499999999999997,0.6369352906022416,0.42193529060224166
2026-W21,2026-05-24,0.21499999999999997,0.7196240736711103,0.5046240736711103
2026-W22,2026-05-31,0.21499999999999997,0.8349211678013877,0.6199211678013877
2026-W23,2026-06-07,0.21499999999999997,0.9401721219199347,0.7251721219199347
